SOC,RO,R1,Q1,a1,R2,Q2,a2,Q,L
1,0.000206916339715249,0.00345314720397284,0.0536883864969112,0.0113487365620607,0.00331373815484049,0.079005655727143,0.04492604449734,3.51548444622367,3.41708810178479e-09
0.897959696253707,0.000255930200992926,0.00370520209993399,0.118169904098309,0.0283374066413402,0.00338147261911497,0.075820801065835,0.0278472344492173,1.33831965905857,2.49932693332384e-09
0.795919003495146,0.000427471085690485,0.00477399301594223,0.205376349588378,0.048503837817922,0.00428221394351076,0.0958495851028583,0.0259906392159517,1.56818954557971,3.66083814526236e-09
0.693878310910802,0.000621844210712667,0.00663583947375061,0.27417502222487,0.0682137159916815,0.00592759284892604,0.134816941703671,0.037468388933617,3.29448384052136,5.8784990232058e-09
0.591554533355889,0.000588516644737162,0.00611129515027462,0.268315917981585,0.0629582867552865,0.00545471034929735,0.128502341020445,0.0305259389594953,6.12347215255913,5.57501887915476e-09
0.489230965522905,0.000680468176226712,0.00759440177209843,0.362551997270175,0.0701903127551327,0.00681378580340274,0.180694819402148,0.0327414040252911,9.832482760151,5.99996167393541e-09
0.386906939112795,0.00106964180724876,0.0140046518102447,0.601590969383573,0.108096018029818,0.012770337201967,0.456512510439727,0.0581646920084941,14.3890876391225,9.68869716538898e-09
0.284865872496088,0.000580864715881861,0.00827545130301702,0.253930346735444,0.0399586727448632,0.00725197011776259,1.15036981319487,0.0897737357075384,11.6235376744945,9.60134850020795e-09
0.182825581084664,0.00023327813428121,0.00254950152422195,0.108730991755668,0.0109939794479569,0.00149274786444233,0.371792860594542,0.0435458384850092,20.1220727559311,4.46600462355264e-09
0.0805016174177055,0.000240754174024736,0.00236970765101164,0.108181571575408,0.0109150391792627,0.00152299401816958,0.26568364977124,0.0249666433773939,6.85015956595861,4.43221179099698e-09
