SOC,RO,R1,Q1,a1,R2,Q2,a2,Q,L
1,0.000187969495706823,0.00197304249082602,0.0413222267411169,0.00860972099706408,0.00192068537038981,0.0559342812077222,0.043678257588524,3.15948969781393,3.29124575046124e-09
0.897113461162171,0.000185177026653985,0.00285110656933271,0.095828475924073,0.0195215226590365,0.00260798784656855,0.0624527349699468,0.0255741645645158,1.26651915148785,2.02888220833066e-09
0.793941699429174,0.000324504474910445,0.00409555337672871,0.173627875276027,0.0357692891021191,0.00368374399245444,0.0932247982639637,0.0276864407353409,1.6016682977488,2.89095095927636e-09
0.690769785962534,0.000516257874591075,0.00509541935380032,0.238860218751237,0.0572628126926451,0.00451061522927141,0.11484628489024,0.0315082250547101,2.76126767571004,5.02437884550775e-09
0.587598108439271,0.000568584767073666,0.00640648242686956,0.267732626573879,0.0603469284905335,0.00572994304522421,0.164061527615789,0.0396447041602348,7.68674442155372,5.95396916071364e-09
0.484711849108426,0.000595928149738009,0.00723403301212604,0.324335270689489,0.0600418867503327,0.00649408691602816,0.215002729809893,0.038400154514058,10.5878195280931,5.75919494947412e-09
0.381825500952704,0.000884907383296438,0.0128153252713651,0.485593577593632,0.0845934270048635,0.0116457361459959,0.569469358081412,0.072889370798521,16.282279250871,9.34304466383686e-09
0.278653562063989,0.000392873199107684,0.00522773308703331,0.215369534515128,0.0234615035765351,0.00368409537957811,0.826971293355947,0.104496431226856,19.3111827898291,7.3718389735518e-09
0.175481789910018,0.0002354353810349,0.00268231672880755,0.128848300533422,0.0113967639661632,0.0015413197329394,0.291372711622543,0.0355978250276225,18.4964619547087,4.20899448904146e-09
0.0723098319485231,0.000246169087761342,0.00243599458067686,0.127748370552342,0.0114855405448055,0.00152893381659138,0.217358716499909,0.0217005187587326,4.82732217830539,4.33772508984192e-09
