SOC,RO,R1,Q1,a1,R2,Q2,a2,Q,L
1,0.000222592932162119,0.00165907786743284,0.0487653088692515,0.00842474674444117,0.0015822570988297,0.0605675570504707,0.0398839137148726,3.06942136567735,3.27408688281216e-09
0.893979740494959,0.000134803350328803,0.00126634504399948,0.0436506466031825,0.00627445872201881,0.00117985058208318,0.0312780601057086,0.0204475692255618,1.24638755786727,1.84857282635292e-09
0.787959558373489,0.000544340538161637,0.00450023850900996,0.27790266332807,0.0520414783686398,0.00385962411860298,0.139518680358289,0.0291384509582002,1.52879797735973,3.9479373305963e-09
0.681939201914678,0.000603199952970814,0.00483099356855805,0.269542855800016,0.0580709532650098,0.00414336301292123,0.161069022552236,0.0353223844945399,2.97622370921254,5.57803294867127e-09
0.576212079954541,0.000754098982753513,0.00632141857063786,0.348483266981464,0.0688550720700896,0.00542832167006696,0.236654847500096,0.0467469256672031,8.98494348369786,7.42867832786033e-09
0.470485313226287,0.000665545971114093,0.00682834764134311,0.358396293442221,0.055284873433684,0.00585567626671602,0.362792341224328,0.0573139752444567,14.5755404295774,6.89290073859987e-09
0.364464749549889,0.000772353579177588,0.00824063100483287,0.442853341561841,0.0589300877671959,0.00682069912944742,0.610976025677389,0.09066089992624,19.9173354208844,9.47519147376717e-09
0.258444387025464,0.000430152498671331,0.00386827322392264,0.280129761929808,0.0221693239941264,0.00229752699235688,0.252170399777405,0.0417736935272127,12.6381696567709,5.93886940701026e-09
0.152423825976225,0.000307113689057089,0.00259137456201989,0.198631586102978,0.0138683861841043,0.00140928417822955,0.125891076655561,0.0180225914951178,10.1280397794473,3.88880808202424e-09
0.0466968282841518,0.000330000286925046,0.00163116844580843,0.134793051611583,0.0183213358009068,0.00151405591003584,0.0863472439702308,0.0143875273950982,2.72599146091669,6.66777925934551e-09
