SOC,RO,R1,Q1,a1,R2,Q2,a2,Q,L
1,0.000218769256542441,0.0014967876496155,0.0456399908368983,0.00779384323926306,0.00142996038058606,0.0573053769683468,0.0365636349156831,2.8443822565967,3.09501106610851e-09
0.893447756851556,0.000137513699901028,0.00136144866881015,0.0471545784171098,0.00658580875901397,0.00126071299627787,0.035623991434754,0.021113183903733,1.28132495082192,1.85691966177022e-09
0.786895885526136,0.000525611732668358,0.00423034891517991,0.261469997334403,0.0480725814366544,0.00360443579556206,0.130696996381673,0.0276915707490411,1.4725693256957,3.72517361957944e-09
0.680343467624478,0.000609808367510911,0.00478282031907999,0.266606409920927,0.0564739120354109,0.0040801118885452,0.163092360255254,0.0354796087103347,3.00094445741933,5.60294384926392e-09
0.574086473840054,0.000678184372489198,0.00583623399413724,0.310267946201262,0.0597539994403886,0.00500254397418081,0.236492877688786,0.0460422390274723,8.73136269088907,6.85541484117377e-09
0.467534287596115,0.000690123500788588,0.00692670239339355,0.367807688514289,0.054990748874725,0.00588443404982726,0.38335095693224,0.0599887056363858,15.4078626503584,7.13847938633326e-09
0.36098198782267,0.000775823655097275,0.00793150720175841,0.445037152614286,0.0561181716967235,0.00641376818618882,0.58089398986797,0.0895870774465944,19.8611735194943,9.4816390481497e-09
0.254429917995507,0.000424393417179616,0.00361494949856949,0.268074752270317,0.0209171006189413,0.00209110286068577,0.208509399840918,0.0351021773448156,11.0544279482875,5.67002267811221e-09
0.148172639343747,0.000317600297713958,0.00247906816701734,0.194362715756084,0.0139878744126051,0.00137694177102135,0.1111450941022,0.0158998656329722,8.32503636454769,3.96827876087377e-09
0.0419155107459612,0.000339128259367057,0.00159460837786553,0.133197625562315,0.0182742518023891,0.00150741041755462,0.0780261662428897,0.0136308338790483,2.46273881073499,6.79515865784406e-09
