SOC,RO,R1,Q1,a1,R2,Q2,a2,Q,L
1,0.0745126705994366,0.0234530091204646,0.747770921396133,0.558030332276485,0.0121951890482283,0.921438546429053,0.814508621134902,151.40470187008,2.22523932617528e-07
0.897959696253707,0.0751284538231883,0.0180531713010922,0.601008687613944,0.592291736345028,0.0169420947132513,0.79114671237954,0.78087401078964,121.271514970294,2.20093094540849e-07
0.795919003495146,0.075237046495479,0.0163930530649815,0.610044794960537,0.592601788377856,0.0210194313545558,0.78859191298648,0.750443942472534,132.06017282372,2.19591538993533e-07
0.693878310910802,0.0756141881313291,0.0173030529295075,0.576089618883229,0.599820037866834,0.0210545868101522,0.805409513931366,0.763294126104612,153.062853153022,2.18466191447906e-07
0.591554533355889,0.07575723268966,0.0175536445917696,0.615326632830162,0.593071324655933,0.0232962970992148,0.858294208658673,0.749246050661271,218.121568733328,2.18598378195235e-07
0.489230965522905,0.0756729214511819,0.0181624757928041,0.757204674227671,0.569862732470426,0.0259044803767481,1.00698869559897,0.721931277476393,257.360940553938,2.19792804263598e-07
0.386906939112795,0.0757734963625272,0.0194130405711924,0.847370806717925,0.560483836579127,0.0258477291311918,1.24869403912479,0.702995280725487,236.863606733144,2.19428000990906e-07
0.284865872496088,0.0764017642639495,0.0377474581345223,0.9407164803144,0.550751694896872,0.0146281872853059,3.76936617737877,0.820650717578592,157.087433158237,2.0973832757784e-07
0.182825581084664,0.0759439688593248,0.0549088378369181,1.50793681761605,0.486645327231927,0.00897200916978842,5.88073366779065,1.05174224206055,209.169862302678,2.17904704178162e-07
0.0805016174177055,0.0761502286201664,0.0546486399463318,1.54656848313471,0.482736916986464,0.0157567452375875,5.41025575216355,0.995424616966625,140.350727293816,2.20330112183121e-07
