0.4220242500	-0.9999251366	3.4470627308
1.4220814705	-0.9999233484	3.4394938946
2.4211382866	-0.9999159575	3.4364480972
3.4211955070	-0.9999120235	3.4339711666
4.4212527275	-0.9999083281	3.4317948818
5.4213099480	-0.9999064207	3.4298183918
6.4213671684	-0.9999089241	3.4279623032
7.4214243889	-0.9999055862	3.4262313843
8.4214816093	-0.9999101162	3.4245870113
9.4215388298	-0.9999102354	3.4229993820
10.4215960503	-0.9999023676	3.4214777946
11.4216532707	-0.9999041557	3.4200201035
12.4217104912	-0.9999036789	3.4186167717
13.4217677116	-0.9999085665	3.4172809124
14.4218249321	-0.9999010563	3.4159634113
15.4218821526	-0.9998974800	3.4147014618
16.4219393730	-0.9999055862	3.4134588242
17.4219965935	-0.9999074936	3.4122648239
18.4220538139	-0.9999085665	3.4110865593
19.4211111069	-0.9999018908	3.4099605083
20.4211678505	-0.9999063015	3.4088289738
21.4212250710	-0.9999071360	3.4077534676
22.4212822914	-0.9999057055	3.4067049026
23.4213395119	-0.9999128580	3.4056556225
24.4213967323	-0.9999034405	3.4046378136
25.4214539528	-0.9999108315	3.4036362171
26.4215111732	-0.9999077320	3.4026651382
27.4215683937	-0.9999055862	3.4016945362
28.4216256142	-0.9999067783	3.4007489681
29.4216828346	-0.9998992682	3.3998253345
30.4217400551	-0.9999049902	3.3989171982
31.4217972755	-0.9999001026	3.3980300426
32.4218544960	-0.9999063015	3.3971428871
33.4219117165	-0.9999036789	3.3962795734
34.4219689369	-0.9999045134	3.3954288960
35.4220261574	-0.9999036789	3.3945751190
36.4210834503	-0.9999092817	3.3937571049
37.4211406708	-0.9999005795	3.3929324150
38.4211978912	-0.9999008179	3.3921222687
39.4212551117	-0.9999060631	3.3913338184
40.4213118553	-0.9999073744	3.3905336857
41.4213690758	-0.9999057055	3.3897647858
42.4214262962	-0.9999014139	3.3890061378
43.4214835167	-0.9999045134	3.3882455826
44.4215407372	-0.9999047518	3.3875052929
45.4215979576	-0.9999028444	3.3867568970
46.4216551781	-0.9999063015	3.3860268593
47.4217123985	-0.9999012947	3.3853118420
48.4217696190	-0.9999074936	3.3845837116
49.4218268394	-0.9998990297	3.3838815689
50.4218840599	-0.9999051094	3.3831670284
51.4219412804	-0.9999048710	3.3824880123
52.4219985008	-0.9998993874	3.3817849159
53.4220557213	-0.9999072552	3.3811080456
54.4211130142	-0.9999003410	3.3804359436
55.4211702347	-0.9999015331	3.3797516823
56.4212274551	-0.9999014139	3.3791038990
57.4212846756	-0.9999028444	3.3784658909
58.4213418961	-0.9999063015	3.3778083324
59.4213991165	-0.9999054670	3.3771669865
60.4214558601	-0.9999028444	3.3765413761
61.4215130806	-0.9999058247	3.3758955002
62.4215703011	-0.9999051094	3.3752837181
63.4216275215	-0.9999049902	3.3746426105
64.4216847420	-0.9999039173	3.3740346432
65.4217419624	-0.9999083281	3.3734314442
66.4217991829	-0.9999080896	3.3728170395
67.4218564034	-0.9999089241	3.3722000122
68.4219136238	-0.9999041557	3.3716061115
69.4219708443	-0.9999017715	3.3710198402
70.4220280647	-0.9999048710	3.3704340458
71.4210853577	-0.9999083281	3.3698530197
72.4211425781	-0.9999005795	3.3692831993
73.4211997986	-0.9999043941	3.3687143326
74.4212570190	-0.9999052286	3.3681557178
75.4213142395	-0.9999002218	3.3675942421
76.4213714600	-0.9999022484	3.3670165539
77.4214286804	-0.9999045134	3.3664531708
78.4214859009	-0.9999073744	3.3659191132
79.4215426445	-0.9999043941	3.3653712273
