L1,R0,R1,CPE1_0,CPE1_1,R2,W1,CPE2_0,CPE2_1
2.373587140268497e-07,3.5614921034628966e-09,3.5614921037561818e-09,55.14042585862509,0.7090016770685995,0.9786238623096968,0.057694523552810434,8.522580841655067,0.06462154332912451
