SOC,RO,R1,Q1,a1,R2,Q2,a2,Q,L
1,0.0781882713689281,0.0285247885858328,0.516960014043969,0.55071975578668,0.00644994605501115,0.764633151553318,0.913291226675552,127.078580332347,2.36393131271819e-07
0.889367106396449,0.0787484021220187,0.0214754459528333,0.410471022977432,0.585615286398581,0.0119365212486112,0.703876931475247,0.811990635765738,115.237018044871,2.33979684084413e-07
0.778734117201785,0.0791506281706888,0.0191186073391021,0.341802757655835,0.609810666714898,0.015251837584341,0.682431431762952,0.783922899485995,120.222652142867,2.32802884546093e-07
0.66810114544254,0.0794860005562737,0.0188993695740805,0.320693797175669,0.621435413628751,0.0157390696529516,0.709154542243104,0.78760761008284,139.816553897735,2.30927953925034e-07
0.557161122383224,0.0795841039259846,0.0206694546138493,0.368861766142612,0.608892999693718,0.0154899813686877,0.846245092885049,0.790981708456103,182.072300509851,2.28909845080761e-07
0.446221170740675,0.0793566017868162,0.0217211998100095,0.443963634229001,0.588120498193942,0.0160396812319608,1.0694032170573,0.769887617954344,192.521861349586,2.29945885490345e-07
0.335280958639518,0.0794265929671005,0.0247461465154381,0.530943707697228,0.57104773739243,0.0146766847580715,1.54512513976535,0.77533863739112,162.291076116315,2.27872187957355e-07
0.224647960535923,0.079202239121523,0.0367239098716103,0.944257866577528,0.506216030642664,0.0101358839700702,3.30126842646084,0.89249480553708,160.494903589201,2.28058299338153e-07
0.114014478844554,0.078904327784218,0.043205838934873,1.26722055706282,0.467386412382805,0.00994542307289344,3.87135731346139,0.961807032370099,170.64135352639,2.32183184749071e-07
0.00307420232367661,0.0809014643800968,0.0371549823502437,0.913100111688418,0.519592591936313,0.0222656995452942,3.81006327089069,0.879636049086802,71.0379239463517,2.21406532640752e-07
