SOC,RO,R1,Q1,a1,R2,Q2,a2,Q,L
1,0.000407665020336426,0.00174300451891343,0.0368526756415,0.0108558201430269,0.00174911078773142,0.0610963388075455,0.0526628811696756,2.32647966583327,5.15697981560031e-09
0.889908572762055,0.000198802487309987,0.00125146672921933,0.0315808679913652,0.0072411719046871,0.00118729314549109,0.0217090858016502,0.0218175316062862,0.905401237953834,2.30872999964848e-09
0.78012172981215,0.000546860148089077,0.00392527762649942,0.135231026450419,0.0380518457480908,0.00332722593221887,0.0595111668340033,0.0364230678249776,1.67160677506885,4.03844811268123e-09
0.670334721333214,0.000841775263803478,0.00501118861665019,0.17558535360199,0.063919847103459,0.00410889101983366,0.101298726552544,0.0388972172074403,2.05035039575403,6.3925119385675e-09
0.560243151429025,0.000869788864888478,0.00514852465756019,0.184548439882958,0.0640244333129436,0.00421438369425085,0.123819910587161,0.0407346864638416,4.15323843641105,7.26254172117573e-09
0.450151796945412,0.000841071023439586,0.00555799776015707,0.213509178175936,0.0587666014919076,0.00459336551820029,0.185359618277819,0.0470928874724852,5.62151662985148,7.11614574434709e-09
0.34006033756409,0.00123076429711748,0.00854542055635338,0.360452209580274,0.078037824264301,0.00695529594475648,0.43866689480796,0.0892727274465957,8.41017340758035,1.14356714026906e-08
0.230273740397243,0.000759981691143784,0.00478611066632585,0.280846000210684,0.0346491848149813,0.00314685149448035,0.296965461333478,0.0694824262808686,11.9270122885702,8.3711590309417e-09
0.120486875456862,0.000422729422119765,0.00258319493171727,0.165077150222797,0.0155238659186466,0.00139138020186061,0.128257490443739,0.0307096512610245,9.96861110375906,4.42134599126454e-09
0.0103953060234241,0.000553857467521171,0.00225892582364684,0.14116651971366,0.0242524738091612,0.00183280916031128,0.141615340592323,0.0217551288609129,1.92253343158397,8.68034930278328e-09
