0.4350247383	1.0000861883	3.5047290325
1.4340815544	1.0000917912	3.5326471329
2.4341392517	1.0000978708	3.5477156639
3.4341959953	1.0000960827	3.5596764088
4.4342536926	1.0001008511	3.5698909760
5.4343104362	1.0000985861	3.5789179802
6.4343681335	1.0000952482	3.5870473385
7.4344248772	1.0001063347	3.5944519043
8.4344825745	1.0001041889	3.6012306213
9.4345393181	1.0001045465	3.6075167656
10.4345970154	1.0000965595	3.6133291721
11.4346537590	1.0000990629	3.6187481880
12.4347109795	1.0001040697	3.6237912178
13.4347681999	1.0001034737	3.6285133362
14.4348254204	1.0001009703	3.6329224110
15.4348821640	1.0001091957	3.6370186806
16.4349398613	1.0001065731	3.6409044266
17.4349966049	1.0001004934	3.6445610523
18.4340538979	1.0001047850	3.6480319500
19.4341111183	1.0001031160	3.6513123512
20.4341683388	1.0001025200	3.6544711590
21.4342255592	1.0001001358	3.6574831009
22.4342827797	1.0001052618	3.6603615284
23.4343400002	1.0001081228	3.6631488800
24.4343972206	1.0001101494	3.6658618450
25.4344544411	1.0001062155	3.6684560776
26.4345116615	1.0001062155	3.6709909439
27.4345688820	1.0001101494	3.6734590530
28.4346261024	1.0001064539	3.6758460999
29.4346833229	1.0001118183	3.6781897545
30.4347405434	1.0001071692	3.6804661751
31.4347977638	1.0001127720	3.6827085018
32.4348549843	1.0001060963	3.6848905087
33.4349122047	1.0001103878	3.6870322227
34.4349689484	1.0001132488	3.6891365051
35.4350261688	1.0001075268	3.6911914349
36.4340834618	1.0001083612	3.6932146549
37.4341406822	1.0001118183	3.6952059269
38.4341979027	1.0001071692	3.6971383095
39.4342551231	1.0001083612	3.6990695000
40.4343123436	1.0001094341	3.7009501457
41.4343695641	1.0001094341	3.7028226852
42.4344267845	1.0001069307	3.7046580315
43.4344840050	1.0001081228	3.7064740658
44.4345412254	1.0001024008	3.7082409859
45.4345984459	1.0001078844	3.7100019455
46.4346556664	1.0001028776	3.7117280960
47.4347128868	1.0001084805	3.7134423256
48.4347701073	1.0001122952	3.7151310444
49.4348273277	1.0001052618	3.7167961597
50.4348845482	1.0001021624	3.7184326649
51.4349417686	1.0000982285	3.7200596333
52.4349989891	1.0000989437	3.7216727734
53.4340558052	1.0001003742	3.7232534885
54.4341130257	1.0001057386	3.7248249054
55.4341702461	1.0001031160	3.7263681889
56.4342274666	1.0000990629	3.7278990746
57.4342846870	1.0001021624	3.7294137478
58.4343419075	1.0001002550	3.7308974266
59.4343991280	1.0001044273	3.7323670387
60.4344563484	1.0001051426	3.7338311672
61.4345135689	1.0001070499	3.7352631092
62.4345707893	1.0001057386	3.7367143631
63.4346280098	1.0001006126	3.7381289005
64.4346852303	1.0001069307	3.7395133972
65.4347424507	1.0001058578	3.7408862114
66.4347996712	1.0001050234	3.7422587872
67.4348568916	1.0001071692	3.7435996532
68.4349141121	1.0001052618	3.7449612617
69.4349713326	1.0001034737	3.7462930679
70.4350285530	1.0001002550	3.7475881577
71.4340853691	1.0001096725	3.7488853931
72.4341425896	1.0000971556	3.7501790524
73.4341998100	1.0001134872	3.7514362335
74.4342570305	1.0001070499	3.7527053356
75.4343142509	1.0001053810	3.7539651394
76.4343714714	1.0001037121	3.7551765442
77.4344286919	1.0001043081	3.7563908100
78.4344859123	1.0001075268	3.7576215267
79.4345431328	1.0001007318	3.7588245869
80.4346003532	1.0001013279	3.7600054741
81.4346575737	1.0001039505	3.7611691952
82.4347147942	1.0001013279	3.7623405457
83.4347720146	1.0001016855	3.7634990215
84.4348292351	1.0001075268	3.7646446228
85.4348864555	1.0001095533	3.7657537460
86.4349436760	1.0001051426	3.7668731213
87.4350008965	1.0001120567	3.7679803371
88.4340581894	1.0001107454	3.7690730095
89.4341154099	1.0001026392	3.7701580524
90.4341721535	1.0001094341	3.7712328434
91.4342293739	1.0001112223	3.7722959518
92.4342865944	1.0001035929	3.7733669281
93.4343438148	1.0001139641	3.7744059563
94.4344010353	1.0001114607	3.7754375935
95.4344582558	1.0001052618	3.7764735222
96.4345154762	1.0001095533	3.7774736881
97.4345726967	1.0001118183	3.7784988880
98.4346299171	1.0001065731	3.7794733047
99.4346871376	1.0001095533	3.7804806232
100.4347443581	1.0001072884	3.7814555168
101.4348015785	1.0001044273	3.7824194431
102.4348587990	1.0001114607	3.7833814621
103.4349160194	1.0001065731	3.7843198776
104.4349732399	1.0001026392	3.7852666378
105.4350304604	1.0001046658	3.7861962318
106.4340872765	1.0001118183	3.7871313095
107.4341449738	1.0001032352	3.7880373001
108.4342017174	1.0001075268	3.7889354229
109.4342594147	1.0001149178	3.7898502350
110.4343161583	1.0001062155	3.7907490730
111.4343733788	1.0001069307	3.7916340828
112.4344305992	1.0001136065	3.7925043106
113.4344878197	1.0001027584	3.7933840752
114.4345445633	1.0001097918	3.7942314148
115.4346022606	1.0001118183	3.7950990200
116.4346590042	1.0001060963	3.7959485054
117.4347167015	1.0001032352	3.7967772484
118.4347734451	1.0001063347	3.7976214886
119.4348311424	1.0001101494	3.7984418869
120.4348878860	1.0001064539	3.7992594242
121.4349455833	1.0001078844	3.8000750542
122.4350023270	1.0001091957	3.8008975983
123.4340600967	1.0001055002	3.8016958237
124.4341168404	1.0001126528	3.8024837971
125.4341745377	1.0001060963	3.8032693863
126.4342312813	1.0001018047	3.8040368557
127.4342889786	1.0001091957	3.8048431873
128.4343457222	1.0001013279	3.8056080341
129.4344034195	1.0001055002	3.8063654900
130.4344601631	1.0001029968	3.8071482182
131.4345173836	1.0001052618	3.8078761101
132.4345746040	1.0001075268	3.8086345196
