SOC,RO,R1,Q1,a1,R2,Q2,a2,Q,L
1,0.076234194423051,0.0218589599185896,0.524671231133376,0.585709355582809,0.00886812215067096,1.00641718698873,0.816062453010601,154.119070890716,2.48100820972863e-07
0.901907747784966,0.0767380452218115,0.0175787177761687,0.425812721193321,0.620871815747898,0.0117890747414745,0.857065804273061,0.792261047571827,131.887945420647,2.45257402275388e-07
0.803543194357734,0.0767765008252473,0.0168754076998212,0.450264129558473,0.613959412428468,0.0142271057712943,0.859872313132023,0.764443232388622,143.172113452114,2.4633080077972e-07
0.769483585921293,0.0772253500411054,0.0170238153529365,0.409393062891654,0.629328482452262,0.0139941385037757,0.888351735200304,0.778366063205172,148.728795205156,2.43199807331718e-07
0.671391200287004,0.0772657984525816,0.0171208152759572,0.436343499269091,0.620936689939966,0.0151852583123524,0.904460921324451,0.770189607145178,206.855576025819,2.45223827736772e-07
0.573298694775092,0.0771851276079092,0.0183489171931719,0.517304228641886,0.600958872746221,0.0158140354945579,1.06441738953031,0.757362990538716,241.211548075118,2.46269126750851e-07
0.474934287267343,0.0772927124939456,0.0183980154766506,0.553689273389124,0.596138768764573,0.0163797103471264,1.22810564331146,0.7421819854508,234.991581306928,2.45953112391524e-07
0.376569210435454,0.0775213818581358,0.0226846892215789,0.627687992921455,0.583449192379576,0.0138468926782252,1.79557230106711,0.770109750355687,188.490408891659,2.43295894511169e-07
0.2784767673045,0.0776879164792555,0.029395734365859,0.848178327846692,0.549321373957749,0.0126330938654299,3.18614825750609,0.805406027312364,194.728735101327,2.42635177655656e-07
0.180383926816863,0.0772401991339699,0.0414712899545388,1.40374196118834,0.484046170878293,0.0069888003420938,5.53030203263609,0.960562617504027,233.304607020007,2.4944523857184e-07
0.0822914435334615,0.077806813243679,0.0472335998838376,1.80248369586145,0.451636168630089,0.0106246854661971,6.04032498751516,0.985509747302399,88.4403099813604,2.51440984110959e-07
