Battery,Cycle,EIS_File,SoC,Discharge_Capacity_Ah,SoH,Modified SoC,L1,R0,R1,CPE1_0,CPE1_1,W1
LiPO_2,0,"./LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2/EIS_Charge_discharge/EIS_0/1_EIS.csv",0.899134083208557,3.5497204517241463,1.0,0.9,1.8792661562239228e-07,0.07678991812742984,0.042566888204094745,0.5047874581460766,0.6185628691053773,0.00451905586571763
LiPO_2,0,"./LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2/EIS_Charge_discharge/EIS_0/0_EIS.csv",1.0,3.5497204517241463,1.0,1.0,1.893165054862896e-07,0.07643454912116011,0.043451092397587564,0.5125876134738778,0.6131187783853908,0.0037004510544906798
LiPO_2,20,"./LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2/EIS_Charge_discharge/EIS_20/9_EIS.csv",0.087718050003511,3.537429655949869,0.9965375313517132,0.1,2.234904955302002e-07,0.07513434694789001,0.09003133855553479,2.586905728727,0.4102964473032548,1.077652814021504e-18
LiPO_2,20,"./LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2/EIS_Charge_discharge/EIS_20/8_EIS.csv",0.188926212130748,3.537429655949869,0.9965375313517132,0.2,2.2229737276358085e-07,0.07514688272537866,0.07507811275199358,2.083408054949711,0.4372058577411858,1.459715287214671e-22
LiPO_2,20,"./LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2/EIS_Charge_discharge/EIS_20/7_EIS.csv",0.290134769914382,3.537429655949869,0.9965375313517132,0.3,2.1429952792381787e-07,0.07569588274642419,0.0591120761523903,1.4651768395726352,0.48781403926375305,0.0019063066027188117
LiPO_2,20,"./LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2/EIS_Charge_discharge/EIS_20/6_EIS.csv",0.391624259260623,3.537429655949869,0.9965375313517132,0.4,1.9802867415788119e-07,0.07670780389419435,0.047190009978562826,0.9003605249794905,0.5595881954877697,0.0017698906161221443
LiPO_2,20,"./LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2/EIS_Charge_discharge/EIS_20/5_EIS.csv",0.493113570011474,3.537429655949869,0.9965375313517132,0.5,1.9457887603639485e-07,0.07690388510481513,0.04503429428602371,0.781793363581001,0.5791086094186747,0.0016651255668655913
LiPO_2,20,"./LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2/EIS_Charge_discharge/EIS_20/4_EIS.csv",0.594602962391157,3.537429655949869,0.9965375313517132,0.6,1.9216945383167646e-07,0.07699092472329952,0.04151437762282584,0.6718022492938981,0.598685023256871,0.0022888085482875124
LiPO_2,20,"./LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2/EIS_Charge_discharge/EIS_20/3_EIS.csv",0.695811596058773,3.537429655949869,0.9965375313517132,0.7,1.915832710889804e-07,0.07687387949219222,0.0388447759916478,0.6223557792002142,0.6084600763014321,0.0036598429053118983
LiPO_2,20,"./LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2/EIS_Charge_discharge/EIS_20/2_EIS.csv",0.797020557545312,3.537429655949869,0.9965375313517132,0.8,1.9381405694617933e-07,0.07655571771131092,0.037684439774161846,0.6004631925193753,0.6106066976392079,0.004346375524715011
LiPO_2,20,"./LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2/EIS_Charge_discharge/EIS_20/1_EIS.csv",0.89851029646682,3.537429655949869,0.9965375313517132,0.9,1.9452214951859636e-07,0.076433277139559,0.035168689925857186,0.5613257180004709,0.6186845464816407,0.004931931578354754
LiPO_2,20,"./LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2/EIS_Charge_discharge/EIS_20/0_EIS.csv",1.0,3.537429655949869,0.9965375313517132,1.0,1.9617218462430568e-07,0.07609876771582352,0.03539278631009732,0.5647157070283333,0.613837163448861,0.003974402547423774
LiPO_2,40,"./LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2/EIS_Charge_discharge/EIS_40/9_EIS.csv",0.0805016174177055,3.5075333347404154,0.9881153692079498,0.1,2.2001141023060163e-07,0.07542746404119087,0.09123310215195837,2.8252650066004903,0.40815234994018734,1.045678652657795e-20
