10000,39.28962489,3.836448727
7498.942093,38.92545121,3.775130464
5623.413252,38.62896,3.878434207
4216.965034,38.23265361,4.287444416
3162.27766,37.72997349,4.922757723
2371.373706,37.03795935,5.703224198
1778.27941,36.05856044,6.679636726
1333.521432,34.69990118,7.708289004
1000,32.8458566,8.83199095
749.894209,30.73322268,9.604999202
562.341325,28.48418865,9.990533148
421.696503,26.03635951,9.939223253
316.227766,23.74445104,9.513685746
237.137371,21.72584879,8.81138862
177.827941,19.96123594,7.951062113
133.352143,18.55987361,7.10920551
100,17.39148298,6.276614247
74.989421,16.39809106,5.51656696
56.234133,15.58495117,4.804918456
42.16965,14.89172793,4.191701347
31.622777,14.30023272,3.682073921
23.713737,13.7918923,3.261800817
17.782794,13.35374175,2.875882795
13.335214,12.93659993,2.585761906
10,12.53254881,2.021807281
