SOC,RO,R1,Q1,a1,R2,Q2,a2,Q,L
1,0.0764215471266301,0.0233901903252497,0.578953750146511,0.56847894305391,0.018401352796679,1.04535193748161,0.739756151927494,176.414738778916,2.40160160407597e-07
0.902597898396312,0.0768863618079701,0.0214425624228274,0.521437010150421,0.586446222471315,0.0183066753514761,0.923197956882662,0.754667719548489,147.389403193158,2.38960636660299e-07
0.883117630096188,0.0771613109287193,0.0213532012958867,0.504618629447571,0.591558314718354,0.0196677290258085,0.889681297988674,0.757473367161856,147.751259325458,2.36930152454549e-07
0.785446013042756,0.0774590775498479,0.0209110803769008,0.496596123387114,0.594136925660191,0.0200056124751303,0.88067590462734,0.758629743939748,165.772961601552,2.3647087711642e-07
0.687774617329376,0.0776140150359675,0.0220775837336633,0.536838449223111,0.584800233559995,0.0198553868135065,0.933258454482907,0.760539507744018,205.053637984009,2.37241409289914e-07
0.590103255718601,0.077662512796714,0.0229273389843277,0.580270868095099,0.575641294012953,0.0201586559556796,1.02672656487251,0.754961175412183,224.35630433801,2.37993746510286e-07
0.492431679112812,0.0779578609315409,0.0232709891641686,0.574836172408093,0.580616745816605,0.0193908234224008,1.14427714071834,0.756302512840103,214.976253632832,2.35821109642269e-07
0.395030669673538,0.0782598319015748,0.0287347298767184,0.657577984901446,0.567026176051975,0.0159079739578637,1.71878489205358,0.781217128786537,176.471538801334,2.34003685179695e-07
0.297359418996599,0.0784415824144945,0.0366821679975743,0.852526009761656,0.536688889840056,0.0119195905854013,2.97466439876076,0.816660792519423,189.559506644064,2.33275360322265e-07
0.199688535826423,0.0790399939512924,0.0322232157492247,0.765654563271612,0.554058896603943,0.0197733615536052,2.93904252372846,0.740202359507455,177.118701601292,2.32189242273089e-07
0.102017442393058,0.0791125230568775,0.0559544314744235,1.63275729556598,0.454222425645426,0.00879372633297793,7.09297536822043,1.00945976891037,71.4705773338758,2.4179143180351e-07
