10000,50.04284975,1.64656686
7498.942093,49.81673398,1.605960263
5623.413252,49.73029211,1.63784214
4216.965034,49.49807018,1.771232741
3162.27766,49.24098978,2.025310705
2371.373706,49.00413027,2.330620067
1778.27941,48.61055178,2.642723318
1333.521432,48.20879532,3.13196404
1000,47.60622601,3.578343332
749.894209,46.8763518,4.09002226
562.341325,46.04138157,4.525527399
421.696503,45.06645807,4.950650031
316.227766,43.96163499,5.227182893
237.137371,42.85868633,5.363088824
177.827941,41.72291938,5.453700163
133.352143,40.68035243,5.523883485
100,39.62475556,5.497128821
74.989421,38.60457229,5.525440491
56.234133,37.6176453,5.497008561
42.16965,36.59964712,5.551908524
31.622777,35.60202307,5.61351313
23.713737,34.55308293,5.580083529
17.782794,33.50372664,5.723371586
13.335214,32.32280618,5.737550592
10,31.63461461,6.966314302
